Category,,,Number,,,,,Percent,,
and,,,,,40 and,,,,,40 and
offense,Total,Under 18,18-19  20-29,30-39,over,Total,Under 18,18-19  20-29,30-39,over
Total............................................,"302,514","17,265","14,401 105,130","87,766","77,952",100.0,5.7,4.8 34.8,29.0,25.8
Violent offenses.......................,"112,461","7,320","5,530 38,646","31,010","29,955",100.0,6.5,4.9 34.4,27.6,26.6
Homicide...............................,"1,416",84,167 581,302,282,100.0,5.9,11.8 41.0,21.3,19.9
Rape.....................................,"2,541",245,137 727,615,817,100.0,9.6,5.4 28.6,24.2,32.2
Robbery................................,"16,713","2,950","1,813 6,271","3,339","2,340",100.0,17.7,10.8 37.5,20.0,14.0
Assault..................................,"90,089","3,973","3,309 30,383","26,247","26,177",100.0,4.4,3.7 33.7,29.1,29.1
Kidnapping............................,"1,702",68,104 684,507,339,100.0,4.0,6.1 40.2,29.8,19.9
Property offenses....................,"72,962","4,800","3,739 26,775","22,349","15,299",100.0,6.6,5.1 36.7,30.6,21.0
Burglary................................,"20,887","1,946","1,384 7,758","5,812","3,987",100.0,9.3,6.6 37.1,27.8,19.1
Theft......................................,"28,964","1,300","1,332 10,397","9,309","6,626",100.0,4.5,4.6 35.9,32.1,22.9
Motor vehicle theft................,"17,714","1,373","889 6,963","5,267","3,222",100.0,7.8,5.0 39.3,29.7,18.2
"Forgery, checks, access",,,,,,,,,,
cards....................................,"4,031",34,"96 1,309","1,589","1,003",100.0,0.8,2.4 32.5,39.4,24.9
Arson....................................,"1,366",147,38 348,372,461,100.0,10.8,2.8 25.5,27.2,33.7
Drug offenses..........................,"28,376",487,"957 8,855","8,605","9,472",100.0,1.7,3.4 31.2,30.3,33.4
Narcotics...............................,"9,061",174,"374 3,319","2,592","2,602",100.0,1.9,4.1 36.6,28.6,28.7
Marijuana..............................,"1,617",128,155 613,346,375,100.0,7.9,9.6 37.9,21.4,23.2
Dangerous drugs..................,"16,457",180,"402 4,534","5,272","6,069",100.0,1.1,2.4 27.6,32.0,36.9
Other.....................................,"1,241",5,26 389,395,426,100.0,0.4,2.1 31.3,31.8,34.3
Sex offenses............................,"5,179",512,"213 1,112","1,157","2,185",100.0,9.9,4.1 21.5,22.3,42.2
Lewd or lascivious................,"1,889",280,97 342,444,726,100.0,14.8,5.1 18.1,23.5,38.4
Other.....................................,"3,290",232,116 770,713,"1,459",100.0,7.1,3.5 23.4,21.7,44.3
Driving offenses.......................,"6,190",77,"236 2,477","1,582","1,818",100.0,1.2,3.8 40.0,25.6,29.4
Driving under the influence...,"4,939",33,"163 1,992","1,290","1,461",100.0,0.7,3.3 40.3,26.1,29.6
Hit-and-run............................,"1,251",44,73 485,292,357,100.0,3.5,5.8 38.8,23.3,28.5
All other....................................,"77,346","4,069","3,726 27,265","23,063","19,223",100.0,5.3,4.8 35.3,29.8,24.9
Weapons..............................,"22,476","1,612","1,616 8,474","6,048","4,726",100.0,7.2,7.2 37.7,26.9,21.0
Escape..................................,332,11,14 122,107,78,100.0,3.3,4.2 36.7,32.2,23.5
Other.....................................,"54,538","2,446","2,096 18,669","16,908","14,419",100.0,4.5,3.8 34.2,31.0,26.4
