Category,,,Number,,,,,Percent,,
and,,,,,40 and,,,,,40 and
offense,Total,Under 18,18-19 20-29,30-39,over,Total,Under 18,18-19 20-29,30-39,over
Total............................................,"487,364","61,539","41,960 164,732","119,891","99,242",100.0,12.6,8.6 33.8,24.6,20.4
Violent offenses.......................,"132,059","15,865","9,593 44,294","33,942","28,365",100.0,12.0,7.3 33.5,25.7,21.5
Homicide...............................,"1,864",215,296 801,293,259,100.0,11.5,15.9 43.0,15.7,13.9
Forcible rape.........................,"2,549",342,245 874,582,506,100.0,13.4,9.6 34.3,22.8,19.9
Robbery.................................,"16,957","4,500","2,524 5,639","2,579","1,715",100.0,26.5,14.9 33.3,15.2,10.1
Assault..................................,"108,925","10,670","6,350 36,259","30,042","25,604",100.0,9.8,5.8 33.3,27.6,23.5
Kidnapping............................,"1,764",138,178 721,446,281,100.0,7.8,10.1 40.9,25.3,15.9
Property offenses.....................,"138,142","28,472","15,668 45,969","27,911","20,122",100.0,20.6,11.3 33.3,20.2,14.6
Burglary.................................,"48,312","14,125","6,040 14,245","8,073","5,829",100.0,29.2,12.5 29.5,16.7,12.1
Theft......................................,"46,750","6,259","4,405 15,506","11,110","9,470",100.0,13.4,9.4 33.2,23.8,20.3
Motor vehicle theft.................,"27,084","6,558","3,790 9,706","4,679","2,351",100.0,24.2,14.0 35.8,17.3,8.7
"Forgery, checks, access",,,,,,,,,,
cards....................................,"14,418",656,"1,338 6,268","3,861","2,295",100.0,4.5,9.3 43.5,26.8,15.9
Arson.....................................,"1,578",874,95 244,188,177,100.0,55.4,6.0 15.5,11.9,11.2
Drug offenses...........................,"131,306","5,867","9,214 45,179","37,911","33,135",100.0,4.5,7.0 34.4,28.9,25.2
Narcotics...............................,"48,881","1,707","2,850 14,735","13,408","16,181",100.0,3.5,5.8 30.1,27.4,33.1
Marijuana..............................,"12,682","2,050","1,788 5,339","2,015","1,490",100.0,16.2,14.1 42.1,15.9,11.7
Dangerous drugs..................,"66,522","2,050","4,452 24,150","21,360","14,510",100.0,3.1,6.7 36.3,32.1,21.8
Other.....................................,"3,221",60,124 955,"1,128",954,100.0,1.9,3.8 29.6,35.0,29.6
Sex offenses............................,"9,730","1,919","734 2,412","2,044","2,621",100.0,19.7,7.5 24.8,21.0,26.9
Lewd or lascivious.................,"4,504","1,112",289 889,"1,014","1,200",100.0,24.7,6.4 19.7,22.5,26.6
Other.....................................,"5,226",807,"445 1,523","1,030","1,421",100.0,15.4,8.5 29.1,19.7,27.2
Driving offenses.......................,"7,661",208,"620 2,852","1,839","2,142",100.0,2.7,8.1 37.2,24.0,28.0
Driving under the influence...,"5,915",83,"417 2,164","1,448","1,803",100.0,1.4,7.0 36.6,24.5,30.5
Hit-and-run............................,"1,746",125,203 688,391,339,100.0,7.2,11.6 39.4,22.4,19.4
All other....................................,"68,466","9,208","6,131 24,026","16,244","12,857",100.0,13.4,9.0 35.1,23.7,18.8
Weapons...............................,"19,167","4,782","2,511 6,738","3,024","2,112",100.0,24.9,13.1 35.2,15.8,11.0
Escape..................................,465,32,54 202,122,55,100.0,6.9,11.6 43.4,26.2,11.8
Bookmaking..........................,56,0,0 3,11,42,100.0,0.0,0.0 5.4,19.6,75.0
Other.....................................,"48,778","4,394","3,566 17,083","13,087","10,648",100.0,9.0,7.3 35.0,26.8,21.8
