Category,,,Number,,,,,Percent,,
and,,,,,40 and,,,,,40 and
offense,Total,Under 18,18-19 20-29,30-39,over,Total,Under 18,18-19 20-29,30-39,over
Total...........................................,"499,628","64,963","45,522 168,356","102,156","118,631",100.0,13.0,9.1 33.7,20.4,23.7
Violent offenses.......................,"127,978","17,520","11,346 43,951","26,500","28,661",100.0,13.7,8.9 34.3,20.7,22.4
Homicide..............................,"1,850",221,317 781,273,258,100.0,11.9,17.1 42.2,14.8,13.9
Forcible rape........................,"2,103",236,183 759,460,465,100.0,11.2,8.7 36.1,21.9,22.1
Robbery................................,"22,488","6,914","4,000 7,134","2,352","2,088",100.0,30.7,17.8 31.7,10.5,9.3
Assault.................................,"99,811","10,053","6,684 34,511","23,000","25,563",100.0,10.1,6.7 34.6,23.0,25.6
Kidnapping...........................,"1,726",96,162 766,415,287,100.0,5.6,9.4 44.4,24.0,16.6
Property offenses....................,"137,187","25,498","15,178 45,205","25,458","25,848",100.0,18.6,11.1 33.0,18.6,18.8
Burglary................................,"56,045","15,351","7,572 17,008","8,187","7,927",100.0,27.4,13.5 30.3,14.6,14.1
Theft.....................................,"52,739","5,743","4,723 17,764","11,211","13,298",100.0,10.9,9.0 33.7,21.3,25.2
Motor vehicle theft................,"17,010","3,414","2,011 6,113","3,202","2,270",100.0,20.1,11.8 35.9,18.8,13.3
"Forgery, checks, access",,,,,,,,,,
cards...................................,"10,112",321,"793 4,114","2,741","2,143",100.0,3.2,7.8 40.7,27.1,21.2
Arson....................................,"1,281",669,79 206,117,210,100.0,52.2,6.2 16.1,9.1,16.4
Drug offenses..........................,"129,080","5,510","8,707 43,956","30,236","40,671",100.0,4.3,6.7 34.1,23.4,31.5
Narcotics..............................,"53,135","1,757","2,902 15,468","11,413","21,595",100.0,3.3,5.5 29.1,21.5,40.6
Marijuana.............................,"17,126","2,044","2,624 7,341","2,830","2,287",100.0,11.9,15.3 42.9,16.5,13.4
Dangerous drugs..................,"57,233","1,667","3,117 20,551","15,601","16,297",100.0,2.9,5.4 35.9,27.3,28.5
Other....................................,"1,586",42,64 596,392,492,100.0,2.6,4.0 37.6,24.7,31.0
Sex offenses...........................,"8,644","1,296","594 2,167","1,665","2,922",100.0,15.0,6.9 25.1,19.3,33.8
Lewd or lascivious................,"3,382",691,202 704,720,"1,065",100.0,20.4,6.0 20.8,21.3,31.5
Other....................................,"5,262",605,"392 1,463",945,"1,857",100.0,11.5,7.4 27.8,18.0,35.3
Driving offenses.......................,"7,424",138,"466 2,947","1,700","2,173",100.0,1.9,6.3 39.7,22.9,29.3
Driving under the influence...,"6,038",69,"322 2,387","1,426","1,834",100.0,1.1,5.3 39.5,23.6,30.4
Hit-and-run...........................,"1,386",69,144 560,274,339,100.0,5.0,10.4 40.4,19.8,24.5
All other...................................,"89,315","15,001","9,231 30,130","16,597","18,356",100.0,16.8,10.3 33.7,18.6,20.6
Weapons..............................,"25,504","6,115","3,521 8,867","3,637","3,364",100.0,24.0,13.8 34.8,14.3,13.2
Escape.................................,166,19,17 60,35,35,100.0,11.4,10.2 36.1,21.1,21.1
Other....................................,"63,645","8,867","5,693 21,203","12,925","14,957",100.0,13.9,8.9 33.3,20.3,23.5
