"",,,Number,,,,,Percent,,
Offense,,,,,40 and,,,,,40 and
"",Total,Under 18,18-19 20-29,30-39,over,Total,Under 18,18-19 20-29,30-39,over
Total............................................,"945,562","127,535","72,665 302,145","193,624","249,593",100.0,13.5,7.7 32.0,20.5,26.4
Assault and battery..................,"85,602","21,640","5,242 24,143","16,728","17,849",100.0,25.3,6.1 28.2,19.5,20.9
Burglary...................................,647,381,54 111,51,50,100.0,58.9,8.3 17.2,7.9,7.7
Petty theft................................,"69,352","25,453","7,610 16,271","9,002","11,016",100.0,36.7,11.0 23.5,13.0,15.9
Checks and access cards........,802,122,64 301,199,116,100.0,15.2,8.0 37.5,24.8,14.5
Marijuana.................................,"46,931","12,230","7,574 17,259","5,406","4,462",100.0,26.1,16.1 36.8,11.5,9.5
Other drug...............................,"93,267","3,379","6,942 31,711","25,444","25,791",100.0,3.6,7.4 34.0,27.3,27.7
Indecent exposure...................,"1,528",161,54 376,380,557,100.0,10.5,3.5 24.6,24.9,36.5
Annoying children....................,903,282,80 222,117,202,100.0,31.2,8.9 24.6,13.0,22.4
Obscene matter.......................,71,11,2 11,13,34,100.0,15.5,2.8 15.5,18.3,47.9
Lewd conduct..........................,"3,853",323,"363 1,117",859,"1,191",100.0,8.4,9.4 29.0,22.3,30.9
Prostitution...............................,"14,370",500,"1,863 5,083","3,442","3,482",100.0,3.5,13.0 35.4,24.0,24.2
Drunk.......................................,"99,795","3,664","5,483 28,864","21,990","39,794",100.0,3.7,5.5 28.9,22.0,39.9
Liquor laws..............................,"26,116","4,621","6,673 6,093","2,619","6,110",100.0,17.7,25.6 23.3,10.0,23.4
Disturbing the peace................,"17,695","12,446","903 2,135",952,"1,259",100.0,70.3,5.1 12.1,5.4,7.1
Malicious mischief...................,"16,013","9,140","1,454 2,861","1,278","1,280",100.0,57.1,9.1 17.9,8.0,8.0
Trespassing.............................,"17,051","2,920","1,394 4,019","3,143","5,575",100.0,17.1,8.2 23.6,18.4,32.7
Weapons.................................,"5,802","1,981","728 1,852",599,642,100.0,34.1,12.5 31.9,10.3,11.1
Driving under the influence......,"177,056","1,403","8,378 74,334","43,387","49,554",100.0,0.8,4.7 42.0,24.5,28.0
Hit-and-run...............................,"7,556",687,"816 2,975","1,362","1,716",100.0,9.1,10.8 39.4,18.0,22.7
Selected traffic violations.........,"24,879","1,044","2,834 10,853","5,277","4,871",100.0,4.2,11.4 43.6,21.2,19.6
Gambling.................................,501,94,49 111,93,154,100.0,18.8,9.8 22.2,18.6,30.7
All other...................................,"235,772","25,053","14,105 71,443","51,283","73,888",100.0,10.6,6.0 30.3,21.8,31.3
