"",,,Number,,,,,Percent,,
Offense,,,,,40 and,,,,,40 and
"",Total,Under 18,18-19 20-29,30-39,over,Total,Under 18,18-19 20-29,30-39,over
Total............................................,"968,408","131,164","74,403 318,579","185,735","258,527",100.0,13.5,7.7 32.9,19.2,26.7
Assault and battery..................,"89,199","22,757","5,725 25,650","16,060","19,007",100.0,25.5,6.4 28.8,18.0,21.3
Burglary...................................,722,323,83 180,86,50,100.0,44.7,11.5 24.9,11.9,6.9
Petty theft................................,"58,659","22,018","6,660 13,501","6,994","9,486",100.0,37.5,11.4 23.0,11.9,16.2
Checks and access cards........,843,103,56 326,185,173,100.0,12.2,6.6 38.7,21.9,20.5
Marijuana.................................,"51,838","13,131","8,942 19,446","5,382","4,937",100.0,25.3,17.2 37.5,10.4,9.5
Other drug...............................,"96,090","2,673","6,141 32,539","24,811","29,926",100.0,2.8,6.4 33.9,25.8,31.1
Indecent exposure...................,"1,452",141,69 322,334,586,100.0,9.7,4.8 22.2,23.0,40.4
Annoying children....................,895,215,108 221,136,215,100.0,24.0,12.1 24.7,15.2,24.0
Obscene matter.......................,84,15,2 17,17,33,100.0,17.9,2.4 20.2,20.2,39.3
Lewd conduct..........................,"3,907",381,"437 1,273",707,"1,109",100.0,9.8,11.2 32.6,18.1,28.4
Prostitution...............................,"12,500",532,"1,689 4,830","2,623","2,826",100.0,4.3,13.5 38.6,21.0,22.6
Drunk.......................................,"107,024","4,201","6,251 33,402","21,412","41,758",100.0,3.9,5.8 31.2,20.0,39.0
Liquor laws..............................,"21,622","5,056","6,241 5,019","1,730","3,576",100.0,23.4,28.9 23.2,8.0,16.5
Disturbing the peace................,"17,034","12,206","721 1,956",895,"1,256",100.0,71.7,4.2 11.5,5.3,7.4
Malicious mischief...................,"19,170","11,678","1,778 3,095","1,183","1,436",100.0,60.9,9.3 16.1,6.2,7.5
Trespassing.............................,"17,367","3,399","1,536 3,832","3,002","5,598",100.0,19.6,8.8 22.1,17.3,32.2
Weapons.................................,"6,554","2,277","851 2,077",668,681,100.0,34.7,13.0 31.7,10.2,10.4
Driving under the influence......,"192,903","1,621","9,600 84,947","45,091","51,644",100.0,0.8,5.0 44.0,23.4,26.8
Hit-and-run...............................,"7,579",671,"867 2,986","1,355","1,700",100.0,8.9,11.4 39.4,17.9,22.4
Selected traffic violations.........,"23,924",802,"2,727 10,659","4,809","4,927",100.0,3.4,11.4 44.6,20.1,20.6
Gambling.................................,553,61,39 109,84,260,100.0,11.0,7.1 19.7,15.2,47.0
All other...................................,"238,489","26,903","13,880 72,192","48,171","77,343",100.0,11.3,5.8 30.3,20.2,32.4
