"",,,Number,,,,,Percent,,
Offense,,,,,40 and,,,,,40 and
"",Total,Under 18,18-19 20-29,30-39,over,Total,Under 18,18-19 20-29,30-39,over
Total..........................................,"835,370","41,848","38,614 283,316","201,156","270,436",100.0,5.0,4.6 33.9,24.1,32.4
Assault and battery.................,"81,733","9,753","4,003 26,587","19,035","22,355",100.0,11.9,4.9 32.5,23.3,27.4
Burglary..................................,"20,184","2,059","1,584 6,887","4,475","5,179",100.0,10.2,7.8 34.1,22.2,25.7
Petty theft...............................,"53,877","7,265","4,039 16,781","11,250","14,542",100.0,13.5,7.5 31.1,20.9,27.0
Checks and access cards.......,"1,156",46,51 470,331,258,100.0,4.0,4.4 40.7,28.6,22.3
Marijuana................................,"6,267","3,378","607 1,324",505,453,100.0,53.9,9.7 21.1,8.1,7.2
Other drug..............................,"156,806","1,801","5,345 55,088","46,060","48,512",100.0,1.1,3.4 35.1,29.4,30.9
Indecent exposure..................,"1,467",41,43 392,344,647,100.0,2.8,2.9 26.7,23.4,44.1
Annoying children...................,606,133,64 144,97,168,100.0,21.9,10.6 23.8,16.0,27.7
Obscene matter......................,123,71,3 8,14,27,100.0,57.7,2.4 6.5,11.4,22.0
Lewd conduct.........................,"1,335",86,80 480,274,415,100.0,6.4,6.0 36.0,20.5,31.1
Prostitution.............................,"7,820",141,"925 3,831","1,409","1,514",100.0,1.8,11.8 49.0,18.0,19.4
Drunk......................................,"78,860","1,110","3,023 24,365","17,739","32,623",100.0,1.4,3.8 30.9,22.5,41.4
Liquor laws.............................,"12,326","1,659","2,983 3,546","1,184","2,954",100.0,13.5,24.2 28.8,9.6,24.0
Disturbing the peace...............,"4,703","1,927",217 984,644,931,100.0,41.0,4.6 20.9,13.7,19.8
Vandalism..............................,"9,832","2,334","843 3,185","1,742","1,728",100.0,23.7,8.6 32.4,17.7,17.6
Trespassing............................,"22,447","1,243","1,060 6,203","5,196","8,745",100.0,5.5,4.7 27.6,23.1,39.0
Weapons................................,"5,960","1,324","520 2,043","1,048","1,025",100.0,22.2,8.7 34.3,17.6,17.2
Driving under the influence.....,"137,677",488,"4,213 58,865","33,872","40,239",100.0,0.4,3.1 42.8,24.6,29.2
Hit-and-run.............................,"5,331",206,"490 2,061","1,061","1,513",100.0,3.9,9.2 38.7,19.9,28.4
Selected traffic violations........,"12,181",254,"1,002 5,127","2,727","3,071",100.0,2.1,8.2 42.1,22.4,25.2
Gambling................................,253,20,8 55,56,114,100.0,7.9,3.2 21.7,22.1,45.1
All other..................................,"214,426","6,509","7,511 64,890","52,093","83,423",100.0,3.0,3.5 30.3,24.3,38.9
